Allia;L’Histoire de Lapin Tur;Niele Toroni;https://www.editions-allia.com/fr/livre/467/histoire-de-lapin-tur-l;;All_04;0,99;9;14;Conception graphique : Patrick Lébédeff & Gérard Berréby;2,80 €;226;https://volumes.lu/226
Allia;Mon suicide;Henri Roorda;https://www.editions-allia.com/fr/livre/793/mon-suicide;;All_06;0,99;9;14;Conception graphique : Patrick Lébédeff & Gérard Berréby;3,10 €;383;https://volumes.lu/383
Allia;Note sur la suppression générale des partis politiques;Simone Weil;https://www.editions-allia.com/fr/livre/774/note-sur-la-suppression-generale-des-partis-politiques;;All_05;0,99;9;14;Conception graphique : Patrick Lébédeff & Gérard Berréby;3,10 €;395;https://volumes.lu/395
Allia;De l’oisiveté;Jerome. K. Jerome;https://www.editions-allia.com/fr/;;All_21;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;6,20 €;114;https://volumes.lu/114
Allia;De la torture;Jeremy Bentham;https://www.editions-allia.com/fr/livre/620/de-la-torture;;All_15;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;6,20 €;115;https://volumes.lu/115
Allia;Histoire de ma fuite des prisons de la République de Venise;Giacomo Casanova;https://www.editions-allia.com/fr/livre/82/histoire-de-ma-fuite-des-prisons-de-la-republique-de-venise;;All_14;1,4;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;6,20 €;175;https://volumes.lu/175
Allia;L’Alphabet du bon citoyen ¶+ Abrégé de l’Histoire du monde;Bertrand Russell;https://www.editions-allia.com/fr/livre/515/l-alphabet-du-bon-citoyen-br-abrege-de-l-histoire-du-monde;;All_10;0,99;10;17;Dessins : Franciska Themerson ¶Conception graphique : Patrick Lébédeff & Gérard Berréby;0,00 €;206;https://volumes.lu/206
Allia;L’Œuvre d’art à l’époque de sa reproductibilité technique;Walter Benjamin;https://www.editions-allia.com/fr/livre/274/l-uvre-dart-a-lepoque-de-sa-reproductibilite-technique-l;;All_11;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;6,20 €;217;https://volumes.lu/217
Allia;La Paresse comme vérité effective de l’homme;Kasimir Malévitch;https://www.editions-allia.com/fr/livre/210/la-paresse-comme-verite-effective-de-lhomme;;All_12;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;6,20 €;254;https://volumes.lu/254
Allia;Le Bateau-usine;Takiji Kobayashi;https://www.editions-allia.com/fr/livre/704/le-bateau-usine;;All_19;1,2;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;8,50 €;275;https://volumes.lu/275
Allia;Le Culte moderne des monuments;Aloïs Riegl;https://www.editions-allia.com/fr/livre/740/le-culte-moderne-des-monuments;;All_13;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;7,50 €;279;https://volumes.lu/279
Allia;Le Syndrome de Pontier;Pol Bury;https://www.editions-allia.com/fr/livre/712/le-syndrome-de-pontier;;All_09;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;0,00 €;313;https://volumes.lu/313
Allia;Lola Manœuvre;Walter Serner;https://www.editions-allia.com/fr/livre/734/lola-manuvre;;All_23;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;0,00 €;352;https://volumes.lu/352
Allia;Pensées;Giacomo Leopardi;https://www.editions-allia.com/fr/livre/120/pensees;;All_16;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;6,20 €;421;https://volumes.lu/421
Allia;Salopes;Paul Joostens;https://www.editions-allia.com/fr/livre/230/salopes;;All_17;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby ¶Linogravure : Paul Joostens;6,20 €;478;https://volumes.lu/478
Allia;Sam Dunn est mort;Bruno Corra;https://www.editions-allia.com/fr/livre/221/sam-dunn-est-mort;;All_18;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;6,20 €;479;https://volumes.lu/479
Allia;Vrain Lucas : le parfait secrétaire des grands hommes;Georges Girard;https://www.editions-allia.com/fr/livre/781/vrain-lucas-le-parfait-secretaire-des-grands-hommes;;All_20;0,99;10;17;Conception graphique : Patrick Lébédeff & Gérard Berréby;0,00 €;570;https://volumes.lu/570
Allia;La fin du monde n’aurait pas eu lieu;Patrik Ourednik;https://www.editions-allia.com/fr/livre/766/la-fin-du-monde-n-aurait-pas-eu-lieu;;All_07;1,4;11,5;18,5;Conception graphique : Patrick Lébédeff & Gérard Berréby;10,00 €;238;https://volumes.lu/238
Allia;La Morale des lignes;Mecislas Golberg;https://www.editions-allia.com/fr/livre/797/la-morale-des-lignes;;All_08;1,3;11,5;18,5;Conception graphique : Patrick Lébédeff & Gérard Berréby;10,00 €;249;https://volumes.lu/249
Allia;La Tribu;Jean-Michel Mension;https://www.editions-allia.com/fr/livre/316/la-tribu;;All_00;1,5;16;24;Conception graphique : Patrick Lébédeff & Gérard Berréby;18,00 €;264;https://volumes.lu/264
Allia;Avec Giacometti;Yanaihara Isaku;https://www.editions-allia.com/fr/livre/688/avec-giacometti;;All_03;1,4;17;22;Conception graphique : Patrick Lébédeff & Gérard Berréby ¶Photographies : Yanaihara Isaku, Annette Giacometti;20,00 €;35;https://volumes.lu/35
Allia;Awopbopaloobop Alopbamboom;Nik Cohn;https://www.editions-allia.com/fr/livre/324/awopbopaloobop-alopbamboom;;All_02;1,7;17;22;Conception graphique : Patrick Lébédeff & Gérard Berréby ¶Illustrations : D.R.;20,00 €;37;https://volumes.lu/37
Allia;Please Kill Me ¶L’histoire non censurée du punk racontée par ses acteurs;Gillian McCain, Legs McNeil;https://www.editions-allia.com/fr/livre/332/please-kill-me-lhistoire-non-censuree-du-punk-racontee-par-ses-acteurs;;All_01;3,6;17;22;Conception graphique : Patrick Lébédeff & Gérard Berréby;25,00 €;430;https://volumes.lu/430
B2;Abou Dhabi;Simon Texier & Jean-François Doulet;http://editions-b2.com/les-livres/58-abou-dhabi.html;Territoires;B2_28;1,4;10;15;Conception graphique : Nikola Jankovic, Pierre Pautler, Florent Pierre, Lionel Catelan, Angelica Ruffier-Holmqvist ¶Réalisation : Ianis Combes;14,00 €;15;https://volumes.lu/15
B2;Acid visions ¶l’architecture sous LSD;Felicity Scott;http://editions-b2.com/les-livres/15-acid-visions-l-architecture-sous-lsd-felicity-scott.html;Contre-cultures;B2_08;0,99;10;15;Conception graphique : Fabien Labeyrie, Geoffroy Pithon, Aurélien Thibaudeau;12,00 €;17;https://volumes.lu/17
B2;Bienvenue à Astana;Adrien Fauve;http://editions-b2.com/les-livres/36-bienvenue-a-astana.html;Territoires;B2_20;0,99;10;15;Conception graphique : Nikola Jankovic, Pierre Pautler, Florent Pierre, Lionel Catelan, Angelica Ruffier-Holmqvist ¶Réalisation : Sarah Vadé;12,00 €;41;https://volumes.lu/41
B2;Deauville;Paul Smith & Boris Veblen;http://editions-b2.com/les-livres/25-deauville-la-vitrine-balneaire-des-elegances-paul-smith-et-boris-veblen.html;Patrimoine;B2_34;0,99;10;15;Conception graphique : Fabien Labeyrie, Geoffroy Pithon, Aurélien Thibaudeau;9,00 €;119;https://volumes.lu/119
B2;Description et représentation exacte de la Maison de Glace, construite à Saint Pétersbourg au mois de janvier 1740;George Wolfgang Krafft;http://editions-b2.com/les-livres/21-description-et-representation-exacte-de-la-maison-de-glace-construite-a-st-petersbourg-george-w-kraft.html;Fac-similé;B2_05;0,99;10;15;Conception graphique : Fabien Labeyrie, Geoffroy Pithon, Aurélien Thibaudeau;9,00 €;122;https://volumes.lu/122
B2;E3 ¶Energy. Earth and everyone;Richard Buckminster Fuller;http://editions-b2.com/les-livres/18-energy-earth-and-everyone.html;Contre-cultures;B2_10;1,1;10;15;Conception graphique : Fabien Labeyrie, Geoffroy Pithon, Aurélien Thibaudeau;10,00 €;131;https://volumes.lu/131
B2;Electriser le Monde;John O’Neill;http://editions-b2.com/les-livres/8-electriser-le-monde.html;Société;B2_30;0,99;10;15;Conception graphique : Fabien Labeyrie, Geoffroy Pithon, Aurélien Thibaudeau;11,00 €;135;https://volumes.lu/135
B2;Form follows finance;Carol Willis;http://editions-b2.com/les-livres/16-form-follows-finance.html;Patrimoine;B2_13;0,99;10;15;Conception graphique : Fabien Labeyrie, Geoffroy Pithon, Aurélien Thibaudeau;11,00 €;156;https://volumes.lu/156
B2;Form follows function;Louis Sullivan;http://editions-b2.com/les-livres/24-form-follows-function-de-la-tour-de-bureaux-artistiquement-consideree-louis-sullivan.html;Fac-similé;B2_33;0,99;10;15;Conception graphique : Fabien Labeyrie, Geoffroy Pithon, Aurélien Thibaudeau;9,00 €;157;https://volumes.lu/157
B2;Histoire de ma maison;John Soane;http://editions-b2.com/les-livres/49-histoire-de-ma-maison.html;Fac-similé;B2_14;0,99;10;15;Conception graphique : Nikola Jankovic, Pierre Pautler, Florent Pierre, Lionel Catelan, Angelica Ruffier-Holmqvist ¶Réalisation : Angelica Ruffier-Holmqvist;12,00 €;176;https://volumes.lu/176
B2;L’étoile filante, Charles Siclis;André Tavares;http://editions-b2.com/les-livres/60-l-etoile-filante-charles-siclis.html;Patrimoine;B2_07;1,1;10;15;Conception graphique : Nikola Jankovic, Pierre Pautler, Florent Pierre, Lionel Catelan, Angelica Ruffier-Holmqvist ¶Réalisation : Ianis Combes;11,00 €;225;https://volumes.lu/225
